INSTRUMENTID,STRIKECLOSEFEERATIO,TRADEFEERATIO,STRIKEFEEUNIT,EXCHANGEID,STRADEUNITMARGIN,HTRADEUNITMARGIN,TRADINGDAY,STRIKEFEERATIO,PRODUCTID,HTRADEFEERATIO,DISCOUNTRATE,TRADEFEEUNIT,SETTLEMENTPRICE,STRIKECLOSEFEEUNIT,SETTLEMENTGROUPID,HTRADEFEEUNIT,trade_date
ao2605P3400,0,0,3.5,SHFE,17322,16740,20251015,0,ao_o,0,0,3.5,546,0,00000001,1.75,20251015
ao2605P3450,0,0,3.5,SHFE,18162,17580,20251015,0,ao_o,0,0,3.5,588,0,00000001,1.75,20251015
ao2605P3500,0,0,3.5,SHFE,19022,18440,20251015,0,ao_o,0,0,3.5,631,0,00000001,1.75,20251015
ad2511C17200,0,0,10,SHFE,51630,51630,20251015,0,ad_o,0,0,10,3130,0,00000001,5,20251015
ad2511C17300,0,0,10,SHFE,50630,50630,20251015,0,ad_o,0,0,10,3030,0,00000001,5,20251015
ad2511C17400,0,0,10,SHFE,49630,49630,20251015,0,ad_o,0,0,10,2930,0,00000001,5,20251015
ad2511C17500,0,0,10,SHFE,48630,48630,20251015,0,ad_o,0,0,10,2830,0,00000001,5,20251015
ad2511C17600,0,0,10,SHFE,47630,47630,20251015,0,ad_o,0,0,10,2730,0,00000001,5,20251015
ad2511C17700,0,0,10,SHFE,46630,46630,20251015,0,ad_o,0,0,10,2630,0,00000001,5,20251015
ad2511C17800,0,0,10,SHFE,45630,45630,20251015,0,ad_o,0,0,10,2530,0,00000001,5,20251015
ad2511C17900,0,0,10,SHFE,44630,44630,20251015,0,ad_o,0,0,10,2430,0,00000001,5,20251015
ad2511C18000,0,0,10,SHFE,43630,43630,20251015,0,ad_o,0,0,10,2330,0,00000001,5,20251015
ad2511C18100,0,0,10,SHFE,42630,42630,20251015,0,ad_o,0,0,10,2230,0,00000001,5,20251015
ad2511C18200,0,0,10,SHFE,41630,41630,20251015,0,ad_o,0,0,10,2130,0,00000001,5,20251015
ad2511C18300,0,0,10,SHFE,40630,40630,20251015,0,ad_o,0,0,10,2030,0,00000001,5,20251015
ad2511C18400,0,0,10,SHFE,39630,39630,20251015,0,ad_o,0,0,10,1930,0,00000001,5,20251015
ad2511C18500,0,0,10,SHFE,38630,38630,20251015,0,ad_o,0,0,10,1830,0,00000001,5,20251015
ad2511C18600,0,0,10,SHFE,37630,37630,20251015,0,ad_o,0,0,10,1730,0,00000001,5,20251015
ad2511C18700,0,0,10,SHFE,36630,36630,20251015,0,ad_o,0,0,10,1630,0,00000001,5,20251015
ad2511C18800,0,0,10,SHFE,35630,35630,20251015,0,ad_o,0,0,10,1530,0,00000001,5,20251015
ad2511C18900,0,0,10,SHFE,34640,34640,20251015,0,ad_o,0,0,10,1431,0,00000001,5,20251015
ad2511C19000,0,0,10,SHFE,33650,33650,20251015,0,ad_o,0,0,10,1332,0,00000001,5,20251015
ad2511C19100,0,0,10,SHFE,32670,32670,20251015,0,ad_o,0,0,10,1234,0,00000001,5,20251015
ad2511C19200,0,0,10,SHFE,31700,31700,20251015,0,ad_o,0,0,10,1137,0,00000001,5,20251015
ad2511C19300,0,0,10,SHFE,30740,30740,20251015,0,ad_o,0,0,10,1041,0,00000001,5,20251015
ad2511C19400,0,0,10,SHFE,29800,29800,20251015,0,ad_o,0,0,10,947,0,00000001,5,20251015
ad2511C19500,0,0,10,SHFE,28880,28880,20251015,0,ad_o,0,0,10,855,0,00000001,5,20251015
ad2511C19600,0,0,10,SHFE,27990,27990,20251015,0,ad_o,0,0,10,766,0,00000001,5,20251015
ad2511C19700,0,0,10,SHFE,27130,27130,20251015,0,ad_o,0,0,10,680,0,00000001,5,20251015
ad2511C19800,0,0,10,SHFE,26300,26300,20251015,0,ad_o,0,0,10,597,0,00000001,5,20251015
ad2511C19900,0,0,10,SHFE,25530,25530,20251015,0,ad_o,0,0,10,520,0,00000001,5,20251015
ad2511C20000,0,0,10,SHFE,24810,24810,20251015,0,ad_o,0,0,10,448,0,00000001,5,20251015
ad2511C20200,0,0,10,SHFE,23540,23540,20251015,0,ad_o,0,0,10,321,0,00000001,5,20251015
ad2511C20400,0,0,10,SHFE,22160,22160,20251015,0,ad_o,0,0,10,218,0,00000001,5,20251015
ad2511C20600,0,0,10,SHFE,20380,20380,20251015,0,ad_o,0,0,10,140,0,00000001,5,20251015
ad2511C20800,0,0,10,SHFE,18830,18830,20251015,0,ad_o,0,0,10,85,0,00000001,5,20251015
ad2511C21000,0,0,10,SHFE,17470,17470,20251015,0,ad_o,0,0,10,49,0,00000001,5,20251015
ad2511C21200,0,0,10,SHFE,16240,16240,20251015,0,ad_o,0,0,10,26,0,00000001,5,20251015
ad2511C21400,0,0,10,SHFE,15110,15110,20251015,0,ad_o,0,0,10,13,0,00000001,5,20251015
ad2511C21600,0,0,10,SHFE,14040,14040,20251015,0,ad_o,0,0,10,6,0,00000001,5,20251015
ad2511C21800,0,0,10,SHFE,13000,13000,20251015,0,ad_o,0,0,10,2,0,00000001,5,20251015
ad2511C22000,0,0,10,SHFE,11990,11990,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511C22200,0,0,10,SHFE,10990,10990,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511C22400,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511C22600,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17200,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17300,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17400,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17500,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17600,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17700,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17800,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P17900,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18000,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18100,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18200,0,0,10,SHFE,10175,10175,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18300,0,0,10,SHFE,10190,10190,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18400,0,0,10,SHFE,10690,10690,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18500,0,0,10,SHFE,11190,11190,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18600,0,0,10,SHFE,11690,11690,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18700,0,0,10,SHFE,12190,12190,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18800,0,0,10,SHFE,12690,12690,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P18900,0,0,10,SHFE,13190,13190,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2511P19000,0,0,10,SHFE,13710,13710,20251015,0,ad_o,0,0,10,3,0,00000001,5,20251015
ad2511P19100,0,0,10,SHFE,14230,14230,20251015,0,ad_o,0,0,10,5,0,00000001,5,20251015
ad2511P19200,0,0,10,SHFE,14750,14750,20251015,0,ad_o,0,0,10,7,0,00000001,5,20251015
ad2511P19300,0,0,10,SHFE,15290,15290,20251015,0,ad_o,0,0,10,11,0,00000001,5,20251015
ad2511P19400,0,0,10,SHFE,15850,15850,20251015,0,ad_o,0,0,10,17,0,00000001,5,20251015
ad2511P19500,0,0,10,SHFE,16430,16430,20251015,0,ad_o,0,0,10,25,0,00000001,5,20251015
ad2511P19600,0,0,10,SHFE,17040,17040,20251015,0,ad_o,0,0,10,36,0,00000001,5,20251015
ad2511P19700,0,0,10,SHFE,17680,17680,20251015,0,ad_o,0,0,10,50,0,00000001,5,20251015
ad2511P19800,0,0,10,SHFE,18360,18360,20251015,0,ad_o,0,0,10,68,0,00000001,5,20251015
ad2511P19900,0,0,10,SHFE,19080,19080,20251015,0,ad_o,0,0,10,90,0,00000001,5,20251015
ad2511P20000,0,0,10,SHFE,19860,19860,20251015,0,ad_o,0,0,10,118,0,00000001,5,20251015
ad2511P20200,0,0,10,SHFE,21590,21590,20251015,0,ad_o,0,0,10,191,0,00000001,5,20251015
ad2511P20400,0,0,10,SHFE,23210,23210,20251015,0,ad_o,0,0,10,288,0,00000001,5,20251015
ad2511P20600,0,0,10,SHFE,24430,24430,20251015,0,ad_o,0,0,10,410,0,00000001,5,20251015
ad2511P20800,0,0,10,SHFE,25880,25880,20251015,0,ad_o,0,0,10,555,0,00000001,5,20251015
ad2511P21000,0,0,10,SHFE,27510,27510,20251015,0,ad_o,0,0,10,718,0,00000001,5,20251015
ad2511P21200,0,0,10,SHFE,29290,29290,20251015,0,ad_o,0,0,10,896,0,00000001,5,20251015
ad2511P21400,0,0,10,SHFE,31150,31150,20251015,0,ad_o,0,0,10,1082,0,00000001,5,20251015
ad2511P21600,0,0,10,SHFE,33080,33080,20251015,0,ad_o,0,0,10,1275,0,00000001,5,20251015
ad2511P21800,0,0,10,SHFE,35050,35050,20251015,0,ad_o,0,0,10,1472,0,00000001,5,20251015
ad2511P22000,0,0,10,SHFE,37030,37030,20251015,0,ad_o,0,0,10,1670,0,00000001,5,20251015
ad2511P22200,0,0,10,SHFE,39030,39030,20251015,0,ad_o,0,0,10,1870,0,00000001,5,20251015
ad2511P22400,0,0,10,SHFE,41030,41030,20251015,0,ad_o,0,0,10,2070,0,00000001,5,20251015
ad2511P22600,0,0,10,SHFE,43030,43030,20251015,0,ad_o,0,0,10,2270,0,00000001,5,20251015
ad2512C17100,0,0,10,SHFE,47280,45240,20251015,0,ad_o,0,0,10,3300,0,00000001,5,20251015
ad2512C17200,0,0,10,SHFE,46280,44240,20251015,0,ad_o,0,0,10,3200,0,00000001,5,20251015
ad2512C17300,0,0,10,SHFE,45280,43240,20251015,0,ad_o,0,0,10,3100,0,00000001,5,20251015
ad2512C17400,0,0,10,SHFE,44280,42240,20251015,0,ad_o,0,0,10,3000,0,00000001,5,20251015
ad2512C17500,0,0,10,SHFE,43280,41240,20251015,0,ad_o,0,0,10,2900,0,00000001,5,20251015
ad2512C17600,0,0,10,SHFE,42280,40240,20251015,0,ad_o,0,0,10,2800,0,00000001,5,20251015
ad2512C17700,0,0,10,SHFE,41280,39240,20251015,0,ad_o,0,0,10,2700,0,00000001,5,20251015
ad2512C17800,0,0,10,SHFE,40280,38240,20251015,0,ad_o,0,0,10,2600,0,00000001,5,20251015
ad2512C17900,0,0,10,SHFE,39280,37240,20251015,0,ad_o,0,0,10,2500,0,00000001,5,20251015
ad2512C18000,0,0,10,SHFE,38280,36240,20251015,0,ad_o,0,0,10,2400,0,00000001,5,20251015
ad2512C18100,0,0,10,SHFE,37280,35240,20251015,0,ad_o,0,0,10,2300,0,00000001,5,20251015
ad2512C18200,0,0,10,SHFE,36280,34240,20251015,0,ad_o,0,0,10,2200,0,00000001,5,20251015
ad2512C18300,0,0,10,SHFE,35280,33240,20251015,0,ad_o,0,0,10,2100,0,00000001,5,20251015
ad2512C18400,0,0,10,SHFE,34280,32240,20251015,0,ad_o,0,0,10,2000,0,00000001,5,20251015
ad2512C18500,0,0,10,SHFE,33280,31240,20251015,0,ad_o,0,0,10,1900,0,00000001,5,20251015
ad2512C18600,0,0,10,SHFE,32290,30250,20251015,0,ad_o,0,0,10,1801,0,00000001,5,20251015
ad2512C18700,0,0,10,SHFE,31310,29270,20251015,0,ad_o,0,0,10,1703,0,00000001,5,20251015
ad2512C18800,0,0,10,SHFE,30320,28280,20251015,0,ad_o,0,0,10,1604,0,00000001,5,20251015
ad2512C18900,0,0,10,SHFE,29350,27310,20251015,0,ad_o,0,0,10,1507,0,00000001,5,20251015
ad2512C19000,0,0,10,SHFE,28390,26350,20251015,0,ad_o,0,0,10,1411,0,00000001,5,20251015
ad2512C19100,0,0,10,SHFE,27430,25390,20251015,0,ad_o,0,0,10,1315,0,00000001,5,20251015
ad2512C19200,0,0,10,SHFE,26500,24460,20251015,0,ad_o,0,0,10,1222,0,00000001,5,20251015
ad2512C19300,0,0,10,SHFE,25570,23530,20251015,0,ad_o,0,0,10,1129,0,00000001,5,20251015
ad2512C19400,0,0,10,SHFE,24670,22630,20251015,0,ad_o,0,0,10,1039,0,00000001,5,20251015
ad2512C19500,0,0,10,SHFE,23800,21760,20251015,0,ad_o,0,0,10,952,0,00000001,5,20251015
ad2512C19600,0,0,10,SHFE,22940,20900,20251015,0,ad_o,0,0,10,866,0,00000001,5,20251015
ad2512C19700,0,0,10,SHFE,22130,20090,20251015,0,ad_o,0,0,10,785,0,00000001,5,20251015
ad2512C19800,0,0,10,SHFE,21350,19310,20251015,0,ad_o,0,0,10,707,0,00000001,5,20251015
ad2512C19900,0,0,10,SHFE,20610,18570,20251015,0,ad_o,0,0,10,633,0,00000001,5,20251015
ad2512C20000,0,0,10,SHFE,19910,17870,20251015,0,ad_o,0,0,10,563,0,00000001,5,20251015
ad2512C20200,0,0,10,SHFE,18640,16600,20251015,0,ad_o,0,0,10,436,0,00000001,5,20251015
ad2512C20400,0,0,10,SHFE,17550,15510,20251015,0,ad_o,0,0,10,327,0,00000001,5,20251015
ad2512C20600,0,0,10,SHFE,15670,13630,20251015,0,ad_o,0,0,10,239,0,00000001,5,20251015
ad2512C20800,0,0,10,SHFE,13970,11930,20251015,0,ad_o,0,0,10,169,0,00000001,5,20251015
ad2512C21000,0,0,10,SHFE,12430,10390,20251015,0,ad_o,0,0,10,115,0,00000001,5,20251015
ad2512C21200,0,0,10,SHFE,11040,9000,20251015,0,ad_o,0,0,10,76,0,00000001,5,20251015
ad2512C21400,0,0,10,SHFE,9760,7720,20251015,0,ad_o,0,0,10,48,0,00000001,5,20251015
ad2512C21600,0,0,10,SHFE,8570,6530,20251015,0,ad_o,0,0,10,29,0,00000001,5,20251015
ad2512C21800,0,0,10,SHFE,7450,6290,20251015,0,ad_o,0,0,10,17,0,00000001,5,20251015
ad2512C22000,0,0,10,SHFE,7240,6220,20251015,0,ad_o,0,0,10,10,0,00000001,5,20251015
ad2512C22200,0,0,10,SHFE,7190,6170,20251015,0,ad_o,0,0,10,5,0,00000001,5,20251015
ad2512C22400,0,0,10,SHFE,7160,6140,20251015,0,ad_o,0,0,10,2,0,00000001,5,20251015
ad2512C22600,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17100,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17200,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17300,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17400,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17500,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17600,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17700,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17800,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P17900,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18000,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18100,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18200,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18300,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18400,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18500,0,0,10,SHFE,7150,6130,20251015,0,ad_o,0,0,10,1,0,00000001,5,20251015
ad2512P18600,0,0,10,SHFE,7160,6140,20251015,0,ad_o,0,0,10,2,0,00000001,5,20251015
ad2512P18700,0,0,10,SHFE,7180,6160,20251015,0,ad_o,0,0,10,4,0,00000001,5,20251015
ad2512P18800,0,0,10,SHFE,7200,6180,20251015,0,ad_o,0,0,10,6,0,00000001,5,20251015
ad2512P18900,0,0,10,SHFE,7220,6200,20251015,0,ad_o,0,0,10,8,0,00000001,5,20251015
ad2512P19000,0,0,10,SHFE,7400,6240,20251015,0,ad_o,0,0,10,12,0,00000001,5,20251015
ad2512P19100,0,0,10,SHFE,7950,6290,20251015,0,ad_o,0,0,10,17,0,00000001,5,20251015
ad2512P19200,0,0,10,SHFE,8510,6470,20251015,0,ad_o,0,0,10,23,0,00000001,5,20251015
ad2512P19300,0,0,10,SHFE,9090,7050,20251015,0,ad_o,0,0,10,31,0,00000001,5,20251015
ad2512P19400,0,0,10,SHFE,9680,7640,20251015,0,ad_o,0,0,10,40,0,00000001,5,20251015
ad2512P19500,0,0,10,SHFE,10310,8270,20251015,0,ad_o,0,0,10,53,0,00000001,5,20251015
ad2512P19600,0,0,10,SHFE,10950,8910,20251015,0,ad_o,0,0,10,67,0,00000001,5,20251015
ad2512P19700,0,0,10,SHFE,11640,9600,20251015,0,ad_o,0,0,10,86,0,00000001,5,20251015
ad2512P19800,0,0,10,SHFE,12360,10320,20251015,0,ad_o,0,0,10,108,0,00000001,5,20251015
ad2512P19900,0,0,10,SHFE,13110,11070,20251015,0,ad_o,0,0,10,133,0,00000001,5,20251015
ad2512P20000,0,0,10,SHFE,13910,11870,20251015,0,ad_o,0,0,10,163,0,00000001,5,20251015
ad2512P20200,0,0,10,SHFE,15640,13600,20251015,0,ad_o,0,0,10,236,0,00000001,5,20251015
ad2512P20400,0,0,10,SHFE,17550,15510,20251015,0,ad_o,0,0,10,327,0,00000001,5,20251015
ad2512P20600,0,0,10,SHFE,18670,16630,20251015,0,ad_o,0,0,10,439,0,00000001,5,20251015
ad2512P20800,0,0,10,SHFE,19960,17920,20251015,0,ad_o,0,0,10,568,0,00000001,5,20251015
ad2512P21000,0,0,10,SHFE,21420,19380,20251015,0,ad_o,0,0,10,714,0,00000001,5,20251015
ad2512P21200,0,0,10,SHFE,23030,20990,20251015,0,ad_o,0,0,10,875,0,00000001,5,20251015
ad2512P21400,0,0,10,SHFE,24750,22710,20251015,0,ad_o,0,0,10,1047,0,00000001,5,20251015
ad2512P21600,0,0,10,SHFE,26560,24520,20251015,0,ad_o,0,0,10,1228,0,00000001,5,20251015
ad2512P21800,0,0,10,SHFE,28440,26400,20251015,0,ad_o,0,0,10,1416,0,00000001,5,20251015
ad2512P22000,0,0,10,SHFE,30360,28320,20251015,0,ad_o,0,0,10,1608,0,00000001,5,20251015
ad2512P22200,0,0,10,SHFE,32320,30280,20251015,0,ad_o,0,0,10,1804,0,00000001,5,20251015
ad2512P22400,0,0,10,SHFE,34290,32250,20251015,0,ad_o,0,0,10,2001,0,00000001,5,20251015
ad2512P22600,0,0,10,SHFE,36280,34240,20251015,0,ad_o,0,0,10,2200,0,00000001,5,20251015
au2511C640,0,0,2,SHFE,440606,431127,20251015,0,au_o,0,0,2,307.9,0,00000001,1,20251015
au2511C648,0,0,2,SHFE,432606,423127,20251015,0,au_o,0,0,2,299.9,0,00000001,1,20251015
au2511C656,0,0,2,SHFE,424606,415127,20251015,0,au_o,0,0,2,291.9,0,00000001,1,20251015
au2511C664,0,0,2,SHFE,416606,407127,20251015,0,au_o,0,0,2,283.9,0,00000001,1,20251015
au2511C672,0,0,2,SHFE,408606,399127,20251015,0,au_o,0,0,2,275.9,0,00000001,1,20251015
au2511C680,0,0,2,SHFE,400606,391127,20251015,0,au_o,0,0,2,267.9,0,00000001,1,20251015
au2511C688,0,0,2,SHFE,392606,383127,20251015,0,au_o,0,0,2,259.9,0,00000001,1,20251015
au2511C696,0,0,2,SHFE,384606,375127,20251015,0,au_o,0,0,2,251.9,0,00000001,1,20251015
au2511C704,0,0,2,SHFE,376606,367127,20251015,0,au_o,0,0,2,243.9,0,00000001,1,20251015
au2511C712,0,0,2,SHFE,368606,359127,20251015,0,au_o,0,0,2,235.9,0,00000001,1,20251015
au2511C720,0,0,2,SHFE,360606,351127,20251015,0,au_o,0,0,2,227.9,0,00000001,1,20251015
au2511C728,0,0,2,SHFE,352606,343127,20251015,0,au_o,0,0,2,219.9,0,00000001,1,20251015
au2511C736,0,0,2,SHFE,344606,335127,20251015,0,au_o,0,0,2,211.9,0,00000001,1,20251015
au2511C744,0,0,2,SHFE,336606,327127,20251015,0,au_o,0,0,2,203.9,0,00000001,1,20251015
au2511C752,0,0,2,SHFE,328606,319127,20251015,0,au_o,0,0,2,195.9,0,00000001,1,20251015
au2511C760,0,0,2,SHFE,320606,311127,20251015,0,au_o,0,0,2,187.9,0,00000001,1,20251015
au2511C768,0,0,2,SHFE,312606,303127,20251015,0,au_o,0,0,2,179.9,0,00000001,1,20251015
au2511C776,0,0,2,SHFE,304606,295127,20251015,0,au_o,0,0,2,171.9,0,00000001,1,20251015
au2511C784,0,0,2,SHFE,296606,287127,20251015,0,au_o,0,0,2,163.9,0,00000001,1,20251015
au2511C792,0,0,2,SHFE,288606,279127,20251015,0,au_o,0,0,2,155.9,0,00000001,1,20251015
au2511C800,0,0,2,SHFE,280606,271127,20251015,0,au_o,0,0,2,147.9,0,00000001,1,20251015
au2511C808,0,0,2,SHFE,272606,263127,20251015,0,au_o,0,0,2,139.9,0,00000001,1,20251015
au2511C816,0,0,2,SHFE,264626,255147,20251015,0,au_o,0,0,2,131.92,0,00000001,1,20251015
au2511C824,0,0,2,SHFE,256646,247167,20251015,0,au_o,0,0,2,123.94,0,00000001,1,20251015
au2511C832,0,0,2,SHFE,248706,239227,20251015,0,au_o,0,0,2,116,0,00000001,1,20251015
au2511C840,0,0,2,SHFE,240806,231327,20251015,0,au_o,0,0,2,108.1,0,00000001,1,20251015
au2511C848,0,0,2,SHFE,232946,223467,20251015,0,au_o,0,0,2,100.24,0,00000001,1,20251015
au2511C856,0,0,2,SHFE,225146,215667,20251015,0,au_o,0,0,2,92.44,0,00000001,1,20251015
au2511C864,0,0,2,SHFE,217466,207987,20251015,0,au_o,0,0,2,84.76,0,00000001,1,20251015
au2511C872,0,0,2,SHFE,209926,200447,20251015,0,au_o,0,0,2,77.22,0,00000001,1,20251015
au2511C880,0,0,2,SHFE,202566,193087,20251015,0,au_o,0,0,2,69.86,0,00000001,1,20251015
au2511C888,0,0,2,SHFE,195426,185947,20251015,0,au_o,0,0,2,62.72,0,00000001,1,20251015
au2511C896,0,0,2,SHFE,188526,179047,20251015,0,au_o,0,0,2,55.82,0,00000001,1,20251015
au2511C904,0,0,2,SHFE,181946,172467,20251015,0,au_o,0,0,2,49.24,0,00000001,1,20251015
au2511C912,0,0,2,SHFE,175726,166247,20251015,0,au_o,0,0,2,43.02,0,00000001,1,20251015
au2511C920,0,0,2,SHFE,169946,160467,20251015,0,au_o,0,0,2,37.24,0,00000001,1,20251015
au2511C928,0,0,2,SHFE,164606,155127,20251015,0,au_o,0,0,2,31.9,0,00000001,1,20251015
au2511C936,0,0,2,SHFE,159726,150247,20251015,0,au_o,0,0,2,27.02,0,00000001,1,20251015
au2511C944,0,0,2,SHFE,155326,145847,20251015,0,au_o,0,0,2,22.62,0,00000001,1,20251015
au2511C952,0,0,2,SHFE,149376,139897,20251015,0,au_o,0,0,2,18.72,0,00000001,1,20251015
au2511C960,0,0,2,SHFE,141956,132477,20251015,0,au_o,0,0,2,15.3,0,00000001,1,20251015
au2511C968,0,0,2,SHFE,134996,125517,20251015,0,au_o,0,0,2,12.34,0,00000001,1,20251015
au2511C976,0,0,2,SHFE,128496,119017,20251015,0,au_o,0,0,2,9.84,0,00000001,1,20251015
au2511C984,0,0,2,SHFE,122376,112897,20251015,0,au_o,0,0,2,7.72,0,00000001,1,20251015
au2511C992,0,0,2,SHFE,116656,107177,20251015,0,au_o,0,0,2,6,0,00000001,1,20251015
au2511C1000,0,0,2,SHFE,111236,101757,20251015,0,au_o,0,0,2,4.58,0,00000001,1,20251015
au2511C1008,0,0,2,SHFE,106116,96637,20251015,0,au_o,0,0,2,3.46,0,00000001,1,20251015
au2511C1016,0,0,2,SHFE,101236,91757,20251015,0,au_o,0,0,2,2.58,0,00000001,1,20251015
au2511C1024,0,0,2,SHFE,96536,87057,20251015,0,au_o,0,0,2,1.88,0,00000001,1,20251015
au2511C1032,0,0,2,SHFE,92016,82537,20251015,0,au_o,0,0,2,1.36,0,00000001,1,20251015
au2511C1040,0,0,2,SHFE,87636,78157,20251015,0,au_o,0,0,2,0.98,0,00000001,1,20251015
au2511C1048,0,0,2,SHFE,83336,73857,20251015,0,au_o,0,0,2,0.68,0,00000001,1,20251015
au2511C1056,0,0,2,SHFE,79136,69657,20251015,0,au_o,0,0,2,0.48,0,00000001,1,20251015
au2511C1064,0,0,2,SHFE,74976,65497,20251015,0,au_o,0,0,2,0.32,0,00000001,1,20251015
au2511C1072,0,0,2,SHFE,70876,61833.5,20251015,0,au_o,0,0,2,0.22,0,00000001,1,20251015
au2511C1080,0,0,2,SHFE,66796,61753.5,20251015,0,au_o,0,0,2,0.14,0,00000001,1,20251015
au2511C1088,0,0,2,SHFE,66453,61713.5,20251015,0,au_o,0,0,2,0.1,0,00000001,1,20251015
au2511C1096,0,0,2,SHFE,66413,61673.5,20251015,0,au_o,0,0,2,0.06,0,00000001,1,20251015
au2511C1104,0,0,2,SHFE,66393,61653.5,20251015,0,au_o,0,0,2,0.04,0,00000001,1,20251015
au2511C1112,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P640,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P648,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P656,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P664,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P672,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P680,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P688,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P696,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P704,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P712,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P720,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
au2511P728,0,0,2,SHFE,66373,61633.5,20251015,0,au_o,0,0,2,0.02,0,00000001,1,20251015
