INSTRUMENTID,PARTICIPANTID3,PARTICIPANTID2,PARTICIPANTID1,PARTICIPANTABBR3,PARTICIPANTABBR2,RANK,PARTICIPANTABBR1,CJ2,CJ1,CJ1_CHG,CJ3_CHG,PRODUCTNAME,CJ3,CJ2_CHG,trade_date
hc2605,0169      ,0153      ,0042      ,兴业期货  ,海证期货  ,15,光大期货  ,2354,1233,414,2007,热轧卷板,2566,66,20251015
hc2605,0123      ,0125      ,0177      ,浙商期货  ,物产中大  ,16,大地期货  ,2219,933,-107,7,热轧卷板,2348,473,20251015
hc2605,0253      ,0096      ,0034      ,华泰期货  ,南华期货  ,17,方正中期  ,1975,920,621,324,热轧卷板,2160,670,20251015
hc2605,0034      ,0238      ,0308      ,方正中期  ,安粮期货  ,18,国信期货  ,1735,862,-582,869,热轧卷板,2136,-49,20251015
hc2605,0059      ,0184      ,0259      ,瑞达期货  ,摩根大通  ,19,华闻期货  ,1730,855,2,428,热轧卷板,2129,0,20251015
hc2605,0019      ,0323      ,0009      ,宝城期货  ,东吴期货  ,20,五矿期货  ,1702,851,-820,150,热轧卷板,1695,114,20251015
hc2605,,,,,,999,,97942,67824,8849,11022,热轧卷板,117034,7773,20251015
ssall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,285701,286524,-127636,174,不锈钢,285701,174,20251015
ssall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,0,0,0,0,不锈钢,0,0,20251015
ss2510,0148      ,0076      ,,中信期货  ,道通期货  ,1,,360,,,0,不锈钢,516,0,20251015
ss2510,0009      ,0339      ,,五矿期货  ,恒力期货  ,2,,360,,,0,不锈钢,336,0,20251015
ss2510,0003      ,0148      ,,建信期货  ,中信期货  ,3,,348,,,0,不锈钢,180,0,20251015
ss2510,0349      ,0240      ,,财信期货  ,广发期货  ,4,,84,,,0,不锈钢,108,0,20251015
ss2510,0137      ,0277      ,,宏源期货  ,一德期货  ,5,,36,,,0,不锈钢,24,0,20251015
ss2510,0004      ,,,国泰君安  ,,6,,,,,0,不锈钢,12,,20251015
ss2510,0153      ,,,海证期货  ,,7,,,,,0,不锈钢,12,,20251015
ss2510,,,,,,999,,1188,,,0,不锈钢,1188,0,20251015
ss2511,0004      ,0148      ,0163      ,国泰君安  ,中信期货  ,1,东证期货  ,3437,4583,-7832,-464,不锈钢,7003,-245,20251015
ss2511,0148      ,0004      ,0004      ,中信期货  ,国泰君安  ,2,国泰君安  ,2125,4157,-7183,-212,不锈钢,5400,-235,20251015
ss2511,0009      ,0077      ,0275      ,五矿期货  ,新湖期货  ,3,中泰期货  ,1828,4094,-3297,-28,不锈钢,2741,-22,20251015
ss2511,0163      ,0253      ,0148      ,东证期货  ,华泰期货  ,4,中信期货  ,1793,3799,-3901,-40,不锈钢,1694,-46,20251015
ss2511,0003      ,0096      ,0081      ,建信期货  ,南华期货  ,5,海通期货  ,1679,2399,-1048,-110,不锈钢,1539,0,20251015
ss2511,0042      ,0082      ,0123      ,光大期货  ,国投期货  ,6,浙商期货  ,1504,2241,-2383,-7,不锈钢,1133,-32,20251015
ss2511,0349      ,0161      ,0253      ,财信期货  ,招商期货  ,7,华泰期货  ,1167,2208,-1357,-21,不锈钢,927,-2,20251015
ss2511,0082      ,0338      ,0259      ,国投期货  ,广州期货  ,8,华闻期货  ,1127,1260,630,-307,不锈钢,917,-7,20251015
ss2511,0103      ,0137      ,0288      ,永安期货  ,宏源期货  ,9,平安期货  ,1011,1153,661,-2,不锈钢,895,-12,20251015
ss2511,0372      ,0240      ,0082      ,中银期货  ,广发期货  ,10,国投期货  ,995,601,-57,-9,不锈钢,792,-23,20251015
ss2511,0059      ,0034      ,0059      ,瑞达期货  ,方正中期  ,11,瑞达期货  ,926,548,64,495,不锈钢,737,-47,20251015
ss2511,0338      ,0163      ,0069      ,广州期货  ,东证期货  ,12,申万期货  ,871,534,-1307,-41,不锈钢,708,-411,20251015
ss2511,0049      ,0139      ,0272      ,金瑞期货  ,中粮期货  ,13,银河期货  ,811,462,-136,-23,不锈钢,621,1,20251015
ss2511,0288      ,0272      ,0161      ,平安期货  ,银河期货  ,14,招商期货  ,769,421,-382,-1124,不锈钢,581,-146,20251015
ss2511,0069      ,0009      ,0125      ,申万期货  ,五矿期货  ,15,物产中大  ,725,332,291,-86,不锈钢,519,2,20251015
ss2511,0034      ,0018      ,0058      ,方正中期  ,国联期货  ,16,国贸期货  ,696,331,20,-22,不锈钢,477,-10,20251015
ss2511,0253      ,0048      ,0019      ,华泰期货  ,长江期货  ,17,宝城期货  ,659,324,-211,-2,不锈钢,475,-2,20251015
ss2511,0139      ,0339      ,0043      ,中粮期货  ,恒力期货  ,18,国元期货  ,600,319,-287,1,不锈钢,433,0,20251015
ss2511,0076      ,0153      ,0295      ,道通期货  ,海证期货  ,19,正信期货  ,562,301,24,-9,不锈钢,384,9,20251015
ss2511,0244      ,0069      ,0042      ,民生期货  ,申万期货  ,20,光大期货  ,519,245,-192,-27,不锈钢,359,6,20251015
ss2511,,,,,,999,,23804,30312,-27883,-2038,不锈钢,28335,-1222,20251015
ss2512,0148      ,0148      ,0004      ,中信期货  ,中信期货  ,1,国泰君安  ,21285,46393,-20728,-98,不锈钢,19571,434,20251015
ss2512,0004      ,0253      ,0163      ,国泰君安  ,华泰期货  ,2,东证期货  ,12766,43606,-15667,-96,不锈钢,15286,39,20251015
ss2512,0163      ,0163      ,0123      ,东证期货  ,东证期货  ,3,浙商期货  ,12598,27690,3083,2675,不锈钢,13639,-2261,20251015
ss2512,0253      ,0139      ,0148      ,华泰期货  ,中粮期货  ,4,中信期货  ,12529,19418,-7875,370,不锈钢,11630,4,20251015
ss2512,0239      ,0004      ,0253      ,乾坤期货  ,国泰君安  ,5,华泰期货  ,11116,14043,-5469,382,不锈钢,10822,987,20251015
ss2512,0323      ,0323      ,0272      ,东吴期货  ,东吴期货  ,6,银河期货  ,9115,8491,-417,113,不锈钢,7909,-43,20251015
ss2512,0082      ,0082      ,0259      ,国投期货  ,国投期货  ,7,华闻期货  ,6493,6707,-2598,-514,不锈钢,7806,120,20251015
ss2512,0288      ,0161      ,0081      ,平安期货  ,招商期货  ,8,海通期货  ,5675,6457,-2995,1167,不锈钢,7726,12,20251015
ss2512,0123      ,0096      ,0069      ,浙商期货  ,南华期货  ,9,申万期货  ,5483,3915,-1376,1117,不锈钢,7483,-17,20251015
ss2512,0335      ,0069      ,0275      ,中金财富  ,申万期货  ,10,中泰期货  ,5425,3568,-993,24,不锈钢,5753,-119,20251015
ss2512,0161      ,0018      ,0018      ,招商期货  ,国联期货  ,11,国联期货  ,5368,3384,204,-3,不锈钢,5422,158,20251015
ss2512,0096      ,0240      ,0003      ,南华期货  ,广发期货  ,12,建信期货  ,5363,2485,1632,-73,不锈钢,4447,232,20251015
ss2512,0139      ,0123      ,0082      ,中粮期货  ,浙商期货  ,13,国投期货  ,4982,2422,453,-1,不锈钢,4385,139,20251015
ss2512,0272      ,0048      ,0048      ,银河期货  ,长江期货  ,14,长江期货  ,4940,2276,723,234,不锈钢,4372,403,20251015
ss2512,0103      ,0338      ,0323      ,永安期货  ,广州期货  ,15,东吴期货  ,4596,1684,361,-117,不锈钢,4196,697,20251015
ss2512,0084      ,0034      ,0288      ,瑞银期货  ,方正中期  ,16,平安期货  ,3681,1581,-90,409,不锈钢,4094,48,20251015
ss2512,0003      ,0275      ,0161      ,建信期货  ,中泰期货  ,17,招商期货  ,3178,1577,-656,-2447,不锈钢,3690,294,20251015
ss2512,0048      ,0272      ,0139      ,长江期货  ,银河期货  ,18,中粮期货  ,3148,1457,160,379,不锈钢,3680,229,20251015
ss2512,0069      ,0268      ,0268      ,申万期货  ,中信建投  ,19,中信建投  ,2685,1358,54,-260,不锈钢,3469,423,20251015
ss2512,0059      ,0105      ,0151      ,瑞达期货  ,金石期货  ,20,创元期货  ,2618,1292,658,202,不锈钢,3151,327,20251015
ss2512,,,,,,999,,143044,199804,-51536,3463,不锈钢,148531,2106,20251015
lu2511,8148      ,8004      ,8253      ,中信期货  ,国泰君安  ,1,华泰期货  ,1653,3908,736,-316,低硫燃料油,742,-776,20251015
lu2511,8103      ,8148      ,8163      ,永安期货  ,中信期货  ,2,东证期货  ,1635,1337,-1271,-60,低硫燃料油,573,-126,20251015
lu2511,8042      ,8272      ,8148      ,光大期货  ,银河期货  ,3,中信期货  ,1632,1254,207,-13,低硫燃料油,522,-66,20251015
lu2511,8385      ,8042      ,8004      ,国富期货  ,光大期货  ,4,国泰君安  ,566,1048,-18,0,低硫燃料油,400,-15,20251015
lu2511,8082      ,8067      ,8123      ,国投期货  ,中财期货  ,5,浙商期货  ,517,702,625,-260,低硫燃料油,291,4,20251015
lu2511,8004      ,8034      ,8308      ,国泰君安  ,方正中期  ,6,国信期货  ,442,649,450,-6,低硫燃料油,283,0,20251015
lu2511,8275      ,8259      ,8259      ,中泰期货  ,华闻期货  ,7,华闻期货  ,426,606,-147,0,低硫燃料油,260,-35,20251015
lu2511,8259      ,8385      ,8082      ,华闻期货  ,国富期货  ,8,国投期货  ,407,529,449,-1,低硫燃料油,257,5,20251015
lu2511,8178      ,8163      ,8069      ,弘业期货  ,东证期货  ,9,申万期货  ,371,376,-161,0,低硫燃料油,255,-14,20251015
lu2511,8253      ,8288      ,8141      ,华泰期货  ,平安期货  ,10,西南期货  ,346,365,284,-88,低硫燃料油,227,-69,20251015
lu2511,8254      ,8103      ,8271      ,冠通期货  ,永安期货  ,11,渤海期货  ,322,290,226,0,低硫燃料油,200,-23,20251015
lu2511,8069      ,8082      ,8262      ,申万期货  ,国投期货  ,12,英大期货  ,313,284,284,-13,低硫燃料油,198,-255,20251015
lu2511,8163      ,8296      ,8238      ,东证期货  ,和融期货  ,13,安粮期货  ,310,222,130,27,低硫燃料油,161,10,20251015
lu2511,8311      ,8271      ,8151      ,兴证期货  ,渤海期货  ,14,创元期货  ,295,187,146,-37,低硫燃料油,160,47,20251015
lu2511,8335      ,8275      ,8042      ,中金财富  ,中泰期货  ,15,光大期货  ,291,184,61,-70,低硫燃料油,153,0,20251015
lu2511,8244      ,8151      ,8058      ,民生期货  ,创元期货  ,16,国贸期货  ,283,179,26,-45,低硫燃料油,129,-129,20251015
lu2511,8153      ,8254      ,8272      ,海证期货  ,冠通期货  ,17,银河期货  ,203,171,37,-39,低硫燃料油,114,1,20251015
lu2511,8009      ,8137      ,8342      ,五矿期货  ,宏源期货  ,18,津投期货  ,197,170,162,2,低硫燃料油,105,-34,20251015
lu2511,8272      ,8335      ,8313      ,银河期货  ,中金财富  ,19,中州期货  ,157,154,24,-23,低硫燃料油,89,-6,20251015
lu2511,8013      ,8108      ,8043      ,中融汇信  ,中金岭南  ,20,国元期货  ,152,143,102,-40,低硫燃料油,88,-24,20251015
lu2511,,,,,,999,,10518,12758,2352,-982,低硫燃料油,5207,-1505,20251015
lu2512,8004      ,8004      ,8163      ,国泰君安  ,国泰君安  ,1,东证期货  ,6722,30154,4912,-289,低硫燃料油,5551,1187,20251015
lu2512,8163      ,8148      ,8148      ,东证期货  ,中信期货  ,2,中信期货  ,5543,28464,3515,-1264,低硫燃料油,4812,29,20251015
lu2512,8148      ,8163      ,8004      ,中信期货  ,东证期货  ,3,国泰君安  ,4866,17148,2047,149,低硫燃料油,4507,350,20251015
lu2512,8272      ,8253      ,8253      ,银河期货  ,华泰期货  ,4,华泰期货  ,2575,16724,-3789,219,低硫燃料油,4004,116,20251015
lu2512,8253      ,8096      ,8272      ,华泰期货  ,南华期货  ,5,银河期货  ,2180,8646,2135,256,低硫燃料油,2510,-213,20251015
lu2512,8184      ,8288      ,8081      ,摩根大通  ,平安期货  ,6,海通期货  ,1714,6287,1377,419,低硫燃料油,2130,193,20251015
lu2512,8082      ,8240      ,8259      ,国投期货  ,广发期货  ,7,华闻期货  ,1589,6234,835,181,低硫燃料油,1803,31,20251015
lu2512,8240      ,8275      ,8077      ,广发期货  ,中泰期货  ,8,新湖期货  ,1574,4845,-573,-9,低硫燃料油,1554,123,20251015
lu2512,8372      ,8018      ,8096      ,中银期货  ,国联期货  ,9,南华期货  ,1537,4424,1306,11,低硫燃料油,1520,-9,20251015
lu2512,8268      ,8272      ,8268      ,中信建投  ,银河期货  ,10,中信建投  ,1519,1858,497,16,低硫燃料油,1281,183,20251015
lu2512,8123      ,8259      ,8069      ,浙商期货  ,华闻期货  ,11,申万期货  ,1506,1723,303,-39,低硫燃料油,1273,54,20251015
lu2512,8059      ,8323      ,8186      ,瑞达期货  ,东吴期货  ,12,徽商期货  ,1373,1664,394,687,低硫燃料油,1163,-50,20251015
lu2512,8275      ,8123      ,8007      ,中泰期货  ,浙商期货  ,13,东海期货  ,1265,1652,274,-18,低硫燃料油,1154,7,20251015
lu2512,8239      ,8059      ,8323      ,乾坤期货  ,瑞达期货  ,14,东吴期货  ,1264,1609,-2020,334,低硫燃料油,1007,-234,20251015
lu2512,8058      ,8042      ,8299      ,国贸期货  ,光大期货  ,15,华安期货  ,1221,1565,738,-42,低硫燃料油,975,149,20251015
lu2512,8096      ,8137      ,8308      ,南华期货  ,宏源期货  ,16,国信期货  ,1206,1552,484,-197,低硫燃料油,974,52,20251015
lu2512,8335      ,8082      ,8059      ,中金财富  ,国投期货  ,17,瑞达期货  ,1203,1459,1171,-230,低硫燃料油,967,77,20251015
lu2512,8274      ,8069      ,8288      ,中辉期货  ,申万期货  ,18,平安期货  ,1150,1435,536,14,低硫燃料油,957,56,20251015
lu2512,8103      ,8308      ,8239      ,永安期货  ,国信期货  ,19,乾坤期货  ,1061,1367,979,-312,低硫燃料油,930,342,20251015
lu2512,8042      ,8335      ,8082      ,光大期货  ,中金财富  ,20,国投期货  ,1032,1250,-774,8,低硫燃料油,811,58,20251015
lu2512,,,,,,999,,42100,140060,14347,-106,低硫燃料油,39883,2501,20251015
lu2601,8184      ,8148      ,8253      ,摩根大通  ,中信期货  ,1,华泰期货  ,9529,18062,3764,1755,低硫燃料油,13894,323,20251015
lu2601,8239      ,8004      ,8163      ,乾坤期货  ,国泰君安  ,2,东证期货  ,4386,16555,6978,1051,低硫燃料油,12444,583,20251015
lu2601,8148      ,8239      ,8148      ,中信期货  ,乾坤期货  ,3,中信期货  ,3206,11140,3371,1349,低硫燃料油,5447,-360,20251015
lu2601,8004      ,8372      ,8004      ,国泰君安  ,中银期货  ,4,国泰君安  ,3072,8826,2227,273,低硫燃料油,2472,3055,20251015
lu2601,8034      ,8272      ,8034      ,方正中期  ,银河期货  ,5,方正中期  ,2957,6006,2923,180,低硫燃料油,2333,242,20251015
lu2601,8084      ,8253      ,8077      ,瑞银期货  ,华泰期货  ,6,新湖期货  ,2723,5157,-260,25,低硫燃料油,2298,-72,20251015
lu2601,8081      ,8096      ,8272      ,海通期货  ,南华期货  ,7,银河期货  ,2329,4542,2797,270,低硫燃料油,2227,-463,20251015
lu2601,8082      ,8082      ,8082      ,国投期货  ,国投期货  ,8,国投期货  ,2065,4372,441,-443,低硫燃料油,2124,-1137,20251015
lu2601,8163      ,8084      ,8081      ,东证期货  ,瑞银期货  ,9,海通期货  ,2026,3201,1385,147,低硫燃料油,1855,0,20251015
lu2601,8253      ,8163      ,8372      ,华泰期货  ,东证期货  ,10,中银期货  ,1878,3098,2991,146,低硫燃料油,1836,160,20251015
lu2601,8077      ,8333      ,8096      ,新湖期货  ,盛达期货  ,11,南华期货  ,1492,2838,232,185,低硫燃料油,1662,106,20251015
lu2601,8240      ,8007      ,8239      ,广发期货  ,东海期货  ,12,乾坤期货  ,1448,2177,-391,15,低硫燃料油,1046,1380,20251015
lu2601,8275      ,8321      ,8007      ,中泰期货  ,紫金天风  ,13,东海期货  ,1350,1988,1932,110,低硫燃料油,909,30,20251015
lu2601,8274      ,8275      ,8184      ,中辉期货  ,中泰期货  ,14,摩根大通  ,1335,1821,-158,18,低硫燃料油,902,55,20251015
lu2601,8067      ,8123      ,8069      ,中财期货  ,浙商期货  ,15,申万期货  ,1242,1644,915,34,低硫燃料油,761,452,20251015
lu2601,8319      ,8240      ,8288      ,西部期货  ,广发期货  ,16,平安期货  ,1125,1538,597,0,低硫燃料油,752,60,20251015
lu2601,8272      ,8059      ,8123      ,银河期货  ,瑞达期货  ,17,浙商期货  ,1084,1400,1051,310,低硫燃料油,723,478,20251015
lu2601,8123      ,8153      ,8308      ,浙商期货  ,海证期货  ,18,国信期货  ,945,1072,435,6,低硫燃料油,677,2,20251015
lu2601,8059      ,8274      ,8161      ,瑞达期货  ,中辉期货  ,19,招商期货  ,883,1018,-506,121,低硫燃料油,559,16,20251015
lu2601,8254      ,8103      ,8244      ,冠通期货  ,永安期货  ,20,民生期货  ,853,783,309,0,低硫燃料油,538,-153,20251015
lu2601,,,,,,999,,45928,97238,31033,5552,低硫燃料油,55459,4757,20251015
fuall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,456475,1227280,-221420,15446,燃料油,456475,15446,20251015
fuall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,0,0,0,0,燃料油,0,0,20251015
fu2511,0082      ,0004      ,0163      ,国投期货  ,国泰君安  ,1,东证期货  ,3341,558,-821,-4,燃料油,3046,11,20251015
fu2511,0081      ,0103      ,0148      ,海通期货  ,永安期货  ,2,中信期货  ,2221,468,285,0,燃料油,1990,321,20251015
fu2511,0042      ,0272      ,0103      ,光大期货  ,银河期货  ,3,永安期货  ,1159,336,-370,-2,燃料油,1462,1,20251015
fu2511,0153      ,0319      ,0240      ,海证期货  ,西部期货  ,4,广发期货  ,1096,252,-128,1,燃料油,1014,1,20251015
fu2511,0048      ,0034      ,0004      ,长江期货  ,方正中期  ,5,国泰君安  ,419,219,-854,-3,燃料油,667,-28,20251015
fu2511,0148      ,0042      ,0034      ,中信期货  ,光大期货  ,6,方正中期  ,409,174,73,260,燃料油,621,38,20251015
fu2511,0288      ,0385      ,0077      ,平安期货  ,国富期货  ,7,新湖期货  ,386,157,40,-1,燃料油,552,93,20251015
fu2511,0034      ,0018      ,0313      ,方正中期  ,国联期货  ,8,中州期货  ,330,140,-68,0,燃料油,509,-3,20251015
fu2511,0137      ,0253      ,0385      ,宏源期货  ,华泰期货  ,9,国富期货  ,284,114,-333,0,燃料油,415,9,20251015
fu2511,0163      ,0009      ,0308      ,东证期货  ,五矿期货  ,10,国信期货  ,256,110,-456,8,燃料油,373,0,20251015
fu2511,0272      ,0069      ,0268      ,银河期货  ,申万期货  ,11,中信建投  ,237,106,79,0,燃料油,329,0,20251015
fu2511,0004      ,0123      ,0271      ,国泰君安  ,浙商期货  ,12,渤海期货  ,228,106,-340,-4,燃料油,315,46,20251015
fu2511,0123      ,0082      ,0139      ,浙商期货  ,国投期货  ,13,中粮期货  ,150,98,25,0,燃料油,201,0,20251015
fu2511,0069      ,0240      ,0275      ,申万期货  ,广发期货  ,14,中泰期货  ,142,97,14,-18,燃料油,178,-16,20251015
fu2511,0096      ,0268      ,0121      ,南华期货  ,中信建投  ,15,格林大华  ,132,92,37,-1,燃料油,94,-34,20251015
fu2511,0253      ,0148      ,0049      ,华泰期货  ,中信期货  ,16,金瑞期货  ,129,82,-31,-10,燃料油,77,-80,20251015
fu2511,0007      ,0275      ,0123      ,东海期货  ,中泰期货  ,17,浙商期货  ,125,78,-130,-11,燃料油,55,0,20251015
fu2511,0077      ,0067      ,0274      ,新湖期货  ,中财期货  ,18,中辉期货  ,81,77,0,-13,燃料油,45,-3,20251015
fu2511,0372      ,0151      ,0019      ,中银期货  ,创元期货  ,19,宝城期货  ,81,68,-27,-1,燃料油,31,1,20251015
fu2511,0151      ,0259      ,0316      ,创元期货  ,华闻期货  ,20,东兴期货  ,71,60,46,2,燃料油,28,2,20251015
fu2511,,,,,,999,,11277,3392,-2959,203,燃料油,12002,359,20251015
fu2512,0004      ,0163      ,0163      ,国泰君安  ,东证期货  ,1,东证期货  ,1777,5658,-1727,-280,燃料油,1932,78,20251015
fu2512,0372      ,0148      ,0004      ,中银期货  ,中信期货  ,2,国泰君安  ,1059,1809,-255,-513,燃料油,1516,-275,20251015
fu2512,0082      ,0385      ,0372      ,国投期货  ,国富期货  ,3,中银期货  ,1003,1100,855,686,燃料油,945,0,20251015
fu2512,0148      ,0259      ,0082      ,中信期货  ,华闻期货  ,4,国投期货  ,801,917,664,4,燃料油,943,-2,20251015
fu2512,0038      ,0038      ,0148      ,宁证期货  ,宁证期货  ,5,中信期货  ,768,787,-158,0,燃料油,766,-4,20251015
fu2512,0259      ,0253      ,0272      ,华闻期货  ,华泰期货  ,6,银河期货  ,569,787,-472,-1,燃料油,707,-4,20251015
fu2512,0042      ,0372      ,0308      ,光大期货  ,中银期货  ,7,国信期货  ,567,587,290,-21,燃料油,682,495,20251015
fu2512,0059      ,0272      ,0077      ,瑞达期货  ,银河期货  ,8,新湖期货  ,542,508,18,40,燃料油,652,4,20251015
fu2512,0163      ,0004      ,0271      ,东证期货  ,国泰君安  ,9,渤海期货  ,470,508,407,24,燃料油,648,-53,20251015
fu2512,0272      ,0034      ,0161      ,银河期货  ,方正中期  ,10,招商期货  ,422,484,152,-577,燃料油,585,17,20251015
fu2512,0103      ,0103      ,0275      ,永安期货  ,永安期货  ,11,中泰期货  ,284,339,-45,101,燃料油,402,84,20251015
fu2512,0123      ,0069      ,0069      ,浙商期货  ,申万期货  ,12,申万期货  ,224,326,-667,-1,燃料油,304,-128,20251015
fu2512,0137      ,0298      ,0157      ,宏源期货  ,东方财富  ,13,中国国际  ,223,287,-120,-18,燃料油,230,10,20251015
fu2512,0088      ,0059      ,0034      ,东亚期货  ,瑞达期货  ,14,方正中期  ,220,273,-514,-106,燃料油,219,16,20251015
fu2512,0253      ,0177      ,0096      ,华泰期货  ,大地期货  ,15,南华期货  ,201,271,208,40,燃料油,208,0,20251015
fu2512,0096      ,0275      ,0288      ,南华期货  ,中泰期货  ,16,平安期货  ,199,263,121,-1,燃料油,186,0,20251015
fu2512,0240      ,0088      ,0059      ,广发期货  ,东亚期货  ,17,瑞达期货  ,178,254,-131,3,燃料油,134,-106,20251015
fu2512,0034      ,0288      ,0088      ,方正中期  ,平安期货  ,18,东亚期货  ,170,228,112,6,燃料油,116,-161,20251015
fu2512,0184      ,0186      ,0049      ,摩根大通  ,徽商期货  ,19,金瑞期货  ,154,222,22,8,燃料油,88,2,20251015
fu2512,0030      ,0082      ,0322      ,恒泰期货  ,国投期货  ,20,新纪元    ,152,219,167,86,燃料油,86,-227,20251015
fu2512,,,,,,999,,9983,15827,-1073,-520,燃料油,11349,-254,20251015
fu2601,0004      ,0004      ,0004      ,国泰君安  ,国泰君安  ,1,国泰君安  ,22464,206719,-35830,-2045,燃料油,34097,584,20251015
fu2601,0148      ,0148      ,0163      ,中信期货  ,中信期货  ,2,东证期货  ,13813,167470,-35614,1028,燃料油,24128,951,20251015
fu2601,0163      ,0163      ,0148      ,东证期货  ,东证期货  ,3,中信期货  ,10850,81821,-11345,1538,燃料油,20093,1230,20251015
fu2601,0272      ,0288      ,0081      ,银河期货  ,平安期货  ,4,海通期货  ,8615,38074,10186,694,燃料油,15236,-197,20251015
fu2601,0103      ,0272      ,0240      ,永安期货  ,银河期货  ,5,广发期货  ,8213,27901,-5023,56,燃料油,14822,56,20251015
fu2601,0082      ,0253      ,0253      ,国投期货  ,华泰期货  ,6,华泰期货  ,7372,27084,-10068,272,燃料油,13894,-264,20251015
fu2601,0372      ,0034      ,0272      ,中银期货  ,方正中期  ,7,银河期货  ,7212,16030,1249,-1312,燃料油,8097,267,20251015
fu2601,0081      ,0103      ,0275      ,海通期货  ,永安期货  ,8,中泰期货  ,6797,15974,2845,-400,燃料油,8009,225,20251015
fu2601,0059      ,0123      ,0123      ,瑞达期货  ,浙商期货  ,9,浙商期货  ,6435,15788,-20979,1565,燃料油,7946,-137,20251015
fu2601,0253      ,0082      ,0259      ,华泰期货  ,国投期货  ,10,华闻期货  ,6404,15132,-14239,-212,燃料油,6529,254,20251015
fu2601,0319      ,0042      ,0069      ,西部期货  ,光大期货  ,11,申万期货  ,5854,14203,475,-655,燃料油,5330,2,20251015
fu2601,0385      ,0081      ,0298      ,国富期货  ,海通期货  ,12,东方财富  ,5552,13692,1991,30,燃料油,5057,400,20251015
fu2601,0240      ,0298      ,0268      ,广发期货  ,东方财富  ,13,中信建投  ,5330,12007,-2701,42,燃料油,4969,254,20251015
fu2601,0275      ,0268      ,0186      ,中泰期货  ,中信建投  ,14,徽商期货  ,4689,11030,-1642,129,燃料油,4803,248,20251015
fu2601,0009      ,0308      ,0034      ,五矿期货  ,国信期货  ,15,方正中期  ,4557,9749,-1809,45,燃料油,4314,133,20251015
fu2601,0019      ,0240      ,0096      ,宝城期货  ,广发期货  ,16,南华期货  ,4518,9499,-5728,554,燃料油,3972,-785,20251015
fu2601,0096      ,0186      ,0244      ,南华期货  ,徽商期货  ,17,民生期货  ,4349,8648,1097,-358,燃料油,3731,471,20251015
fu2601,0018      ,0137      ,0372      ,国联期货  ,宏源期货  ,18,中银期货  ,3606,8528,1568,-680,燃料油,3662,263,20251015
fu2601,0335      ,0069      ,0042      ,中金财富  ,申万期货  ,19,光大期货  ,3599,8372,835,154,燃料油,3227,-1005,20251015
fu2601,0139      ,0153      ,0019      ,中粮期货  ,海证期货  ,20,宝城期货  ,3571,8224,-2251,19,燃料油,2701,110,20251015
fu2601,,,,,,999,,143800,715945,-126983,464,燃料油,194617,3060,20251015
fu2602,0253      ,0253      ,0163      ,华泰期货  ,华泰期货  ,1,东证期货  ,7238,54827,-3403,2,燃料油,8144,-60,20251015
fu2602,0163      ,0163      ,0148      ,东证期货  ,东证期货  ,2,中信期货  ,6298,18149,-3942,512,燃料油,6722,663,20251015
fu2602,0004      ,0123      ,0004      ,国泰君安  ,浙商期货  ,3,国泰君安  ,5839,15969,-3128,88,燃料油,5943,314,20251015
fu2602,0123      ,0034      ,0034      ,浙商期货  ,方正中期  ,4,方正中期  ,5639,8757,4914,312,燃料油,5821,221,20251015
fu2602,0034      ,0008      ,0096      ,方正中期  ,上海中期  ,5,南华期货  ,5505,7967,-2692,214,燃料油,5563,5,20251015
fu2602,0008      ,0004      ,0253      ,上海中期  ,国泰君安  ,6,华泰期货  ,5241,6376,-3424,5,燃料油,5500,259,20251015
fu2602,0161      ,0161      ,0069      ,招商期货  ,招商期货  ,7,申万期货  ,5035,6280,-526,13,燃料油,5017,20,20251015
fu2602,0178      ,0178      ,0259      ,弘业期货  ,弘业期货  ,8,华闻期货  ,4522,5231,-881,502,燃料油,4510,500,20251015
fu2602,0069      ,0137      ,0272      ,申万期货  ,宏源期货  ,9,银河期货  ,4199,5021,736,828,燃料油,4481,485,20251015
fu2602,0137      ,0069      ,0240      ,宏源期货  ,申万期货  ,10,广发期货  ,4171,4990,650,500,燃料油,4094,542,20251015
fu2602,0275      ,0275      ,0275      ,中泰期货  ,中泰期货  ,11,中泰期货  ,3653,4759,-651,19,燃料油,3338,-6,20251015
fu2602,0157      ,0157      ,0081      ,中国国际  ,中国国际  ,12,海通期货  ,3316,4403,-1171,0,燃料油,3309,-8,20251015
