INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84840,1,0.09,0,20251015
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84750,1,0.09,0,20251015
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84570,1,0.09,0,20251015
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84860,1,0.09,0,20251015
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84510,1,0.09,0,20251015
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84560,1,0.09,0,20251015
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84370,1,0.09,0,20251015
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84550,1,0.09,0,20251015
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84340,1,0.09,0,20251015
bc2510,0.01,0.005,0,0.2,0.2,0,bc_f,铜(BC),0,0,0.2,75040,1,0.2,0,20251015
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,75490,1,0.1,0,20251015
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75350,1,0.09,0,20251015
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76860,1,0.09,0,20251015
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251015
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75870,1,0.09,0,20251015
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76520,1,0.09,0,20251015
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251015
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251015
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251015
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251015
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251015
al2510,0,0,0,0.2,0.2,0,al_f,铝,1.5,3,0.2,20850,1,0.2,0,20251015
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,20875,1,0.1,0,20251015
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20895,1,0.09,0,20251015
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20900,1,0.09,0,20251015
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20890,1,0.09,0,20251015
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20885,1,0.09,0,20251015
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20910,1,0.09,0,20251015
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20915,1,0.09,0,20251015
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20890,1,0.09,0,20251015
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20925,1,0.09,0,20251015
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20930,1,0.09,0,20251015
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20940,1,0.09,0,20251015
zn2510,0,0,0,0.2,0.2,0,zn_f,锌,1.5,3,0.2,21985,1,0.2,0,20251015
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,21995,1,0.1,0,20251015
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22035,1,0.09,0,20251015
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22065,1,0.09,0,20251015
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22090,1,0.09,0,20251015
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22125,1,0.09,0,20251015
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22150,1,0.09,0,20251015
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22180,1,0.09,0,20251015
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22215,1,0.09,0,20251015
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22200,1,0.09,0,20251015
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22220,1,0.09,0,20251015
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22275,1,0.09,0,20251015
pb2510,0.04,0.02,0,0.2,0.2,0,pb_f,铅,0,0,0.2,17080,1,0.2,0,20251015
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17055,1,0.1,0,20251015
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17085,1,0.09,0,20251015
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17085,1,0.09,0,20251015
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,16990,1,0.09,0,20251015
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17105,1,0.09,0,20251015
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17190,1,0.09,0,20251015
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17145,1,0.09,0,20251015
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17195,1,0.09,0,20251015
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17160,1,0.09,0,20251015
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17200,1,0.09,0,20251015
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17235,1,0.09,0,20251015
ni2510,0,0,0,0.2,0.2,0,ni_f,镍,1.5,3,0.2,120650,1,0.2,0,20251015
ni2511,0,0,0,0.1,0.1,0,ni_f,镍,1.5,3,0.1,121020,1,0.1,0,20251015
ni2512,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121170,1,0.1,0,20251015
ni2601,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121390,1,0.1,0,20251015
ni2602,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121600,1,0.1,0,20251015
ni2603,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121920,1,0.1,0,20251015
ni2604,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122100,1,0.1,0,20251015
ni2605,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122360,1,0.1,0,20251015
ni2606,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122570,1,0.1,0,20251015
ni2607,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122850,1,0.1,0,20251015
ni2608,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123210,1,0.1,0,20251015
ni2609,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123450,1,0.1,0,20251015
sn2510,0,0,0,0.2,0.2,0,sn_f,锡,1.5,3,0.2,280420,1,0.2,0,20251015
sn2511,0,0,0,0.1,0.1,0,sn_f,锡,1.5,3,0.1,280410,1,0.1,0,20251015
sn2512,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280740,1,0.1,0,20251015
sn2601,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281030,1,0.1,0,20251015
sn2602,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280790,1,0.1,0,20251015
sn2603,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280770,1,0.1,0,20251015
sn2604,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280770,1,0.1,0,20251015
sn2605,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280720,1,0.1,0,20251015
sn2606,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281340,1,0.1,0,20251015
sn2607,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280840,1,0.1,0,20251015
sn2608,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281330,1,0.1,0,20251015
sn2609,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282990,1,0.1,0,20251015
ao2510,0.1,0.05,0,0.2,0.2,0,ao_f,氧化铝,0,0,0.2,2757,1,0.2,0,20251015
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2776,1,0.11,0,20251015
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2788,1,0.11,0,20251015
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2799,1,0.11,0,20251015
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2818,1,0.11,0,20251015
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2889,1,0.11,0,20251015
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2901,1,0.11,0,20251015
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2910,1,0.11,0,20251015
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2922,1,0.11,0,20251015
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2930,1,0.11,0,20251015
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2945,1,0.11,0,20251015
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2960,1,0.11,0,20251015
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20330,1,0.1,0,20251015
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20400,1,0.07,0,20251015
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20445,1,0.07,0,20251015
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20425,1,0.07,0,20251015
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251015
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20405,1,0.07,0,20251015
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20340,1,0.07,0,20251015
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20300,1,0.07,0,20251015
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20270,1,0.07,0,20251015
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251015
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251015
au2510,0,0,0,0.2,0.2,0,au_f,黄金,10,20,0.2,962.24,1,0.2,0,20251015
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,947.9,1,0.14,0,20251015
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,948.92,1,0.14,0,20251015
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,952.1,1,0.14,0,20251015
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,953.3,1,0.14,0,20251015
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,957.1,1,0.14,0,20251015
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,958.84,1,0.14,0,20251015
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,961.32,1,0.14,0,20251015
ag2510,0.05,0.025,0,0.2,0.2,0,ag_f,白银,0,0,0.2,12200,1,0.2,0,20251015
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11689,1,0.14,0,20251015
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11675,1,0.14,0,20251015
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11677,1,0.14,0,20251015
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11708,1,0.14,0,20251015
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11700,1,0.14,0,20251015
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11712,1,0.14,0,20251015
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11712,1,0.14,0,20251015
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11756,1,0.14,0,20251015
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11765,1,0.14,0,20251015
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11754,1,0.14,0,20251015
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11808,1,0.14,0,20251015
rb2510,0.1,0.05,0,0.2,0.2,0,rb_f,螺纹钢,0,0,0.2,2954,1,0.2,0,20251015
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,2987,1,0.1,0,20251015
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3031,1,0.07,0,20251015
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3044,1,0.07,0,20251015
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3049,1,0.07,0,20251015
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3074,1,0.07,0,20251015
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3096,1,0.07,0,20251015
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3099,1,0.07,0,20251015
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3114,1,0.07,0,20251015
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3136,1,0.07,0,20251015
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3134,1,0.07,0,20251015
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3143,1,0.07,0,20251015
wr2510,0.04,0.02,0,0.2,0.2,0,wr_f,线材,0,0,0.2,3100,1,0.2,0,20251015
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3270,1,0.1,0,20251015
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3353,1,0.09,0,20251015
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3342,1,0.09,0,20251015
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3370,1,0.09,0,20251015
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251015
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251015
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3364,1,0.09,0,20251015
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3363,1,0.09,0,20251015
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3416,1,0.09,0,20251015
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3431,1,0.09,0,20251015
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251015
hc2510,0.1,0.05,0,0.2,0.2,0,hc_f,热轧卷板,0,0,0.2,3534,1,0.2,0,20251015
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3282,1,0.1,0,20251015
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3254,1,0.07,0,20251015
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3225,1,0.07,0,20251015
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3223,1,0.07,0,20251015
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3233,1,0.07,0,20251015
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3228,1,0.07,0,20251015
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3235,1,0.07,0,20251015
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3237,1,0.07,0,20251015
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3245,1,0.07,0,20251015
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3253,1,0.07,0,20251015
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3259,1,0.07,0,20251015
ss2510,0,0,0,0.2,0.2,0,ss_f,不锈钢,1,2,0.2,12345,1,0.2,0,20251015
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12525,1,0.1,0,20251015
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12555,1,0.07,0,20251015
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12655,1,0.07,0,20251015
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12715,1,0.07,0,20251015
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12795,1,0.07,0,20251015
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12870,1,0.07,0,20251015
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12925,1,0.07,0,20251015
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13000,1,0.07,0,20251015
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13035,1,0.07,0,20251015
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13095,1,0.07,0,20251015
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13170,1,0.07,0,20251015
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,443.2,1,0.11,0,20251015
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,444.9,1,0.11,0,20251015
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.5,1,0.11,0,20251015
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.9,1,0.11,0,20251015
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.3,1,0.11,0,20251015
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.5,1,0.11,0,20251015
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.9,1,0.11,0,20251015
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.1,1,0.11,0,20251015
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450,1,0.11,0,20251015
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.6,1,0.11,0,20251015
sc2609,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.6,1,0.11,0,20251015
sc2610,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.7,1,0.11,0,20251015
sc2612,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.5,1,0.11,0,20251015
sc2703,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.6,1,0.11,0,20251015
sc2706,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,453.6,1,0.11,0,20251015
sc2709,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.9,1,0.11,0,20251015
sc2712,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,455,1,0.11,0,20251015
sc2803,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449,1,0.11,0,20251015
sc2806,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448,1,0.11,0,20251015
sc2809,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.9,1,0.11,0,20251015
lu2511,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3141,1,0.11,0,20251015
lu2512,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3158,1,0.11,0,20251015
lu2601,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3161,1,0.11,0,20251015
lu2602,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3162,1,0.11,0,20251015
lu2603,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3160,1,0.11,0,20251015
lu2604,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3161,1,0.11,0,20251015
lu2605,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3163,1,0.11,0,20251015
lu2606,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3160,1,0.11,0,20251015
lu2607,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3175,1,0.11,0,20251015
lu2608,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3173,1,0.11,0,20251015
lu2609,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3159,1,0.11,0,20251015
lu2610,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3152,1,0.11,0,20251015
fu2511,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2725,1,0.11,0,20251015
fu2512,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2685,1,0.11,0,20251015
fu2601,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2669,1,0.11,0,20251015
fu2602,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2652,1,0.11,0,20251015
fu2603,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2649,1,0.11,0,20251015
fu2604,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2647,1,0.11,0,20251015
fu2605,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2641,1,0.11,0,20251015
fu2606,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2634,1,0.11,0,20251015
fu2607,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2626,1,0.11,0,20251015
fu2608,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2600,1,0.11,0,20251015
fu2609,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2594,1,0.11,0,20251015
fu2610,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2584,1,0.11,0,20251015
bu2510,0.05,0.025,0,0.2,0.2,0,bu_f,石油沥青,0,0,0.2,3470,1,0.2,0,20251015
bu2511,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3261,1,0.11,0,20251015
bu2512,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3185,1,0.11,0,20251015
bu2601,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3149,1,0.11,0,20251015
bu2602,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3157,1,0.11,0,20251015
bu2603,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3180,1,0.11,0,20251015
bu2604,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3188,1,0.11,0,20251015
bu2605,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3194,1,0.11,0,20251015
bu2606,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3199,1,0.11,0,20251015
bu2607,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3222,1,0.11,0,20251015
bu2608,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3202,1,0.11,0,20251015
bu2609,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3202,1,0.11,0,20251015
bu2612,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3148,1,0.11,0,20251015
bu2703,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3161,1,0.11,0,20251015
bu2706,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3168,1,0.11,0,20251015
bu2709,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3172,1,0.11,0,20251015
br2510,0.02,0.01,0,0.2,0.2,0,br_f,丁二烯橡胶,0,0,0.2,10670,1,0.2,0,20251015
br2511,0.02,0.01,0,0.1,0.1,0,br_f,丁二烯橡胶,0,0,0.1,10805,1,0.1,0,20251015
br2512,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10745,1,0.09,0,20251015
br2601,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10740,1,0.09,0,20251015
br2602,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10755,1,0.09,0,20251015
br2603,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10760,1,0.09,0,20251015
br2604,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10795,1,0.09,0,20251015
br2605,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10800,1,0.09,0,20251015
br2606,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10865,1,0.09,0,20251015
br2607,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11025,1,0.09,0,20251015
br2608,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11040,1,0.09,0,20251015
